dateff,mktrf,smb,hml,rf,umd
20020131,-0.014400,0.011900,0.033300,0.00140,0.036800
20020228,-0.022900,-0.011000,0.025000,0.00130,0.067600
20020328,0.042400,0.042300,0.011000,0.00130,-0.016600
20020430,-0.052000,0.059400,0.039200,0.00150,0.079500
20020531,-0.013800,-0.032100,0.016800,0.00140,0.029700
20020628,-0.072100,0.042700,0.001200,0.00130,0.061500
20020731,-0.081800,-0.053000,-0.034400,0.00150,0.033400
20020830,0.005000,-0.024400,0.025200,0.00140,0.017600
20020930,-0.103500,0.025700,0.013200,0.00140,0.090900
20021031,0.078400,-0.029100,-0.054500,0.00140,-0.053000
20021129,0.059600,0.028400,-0.011200,0.00120,-0.161700
20021231,-0.057600,0.000100,0.022300,0.00110,0.096400
20030131,-0.025700,0.013900,-0.009300,0.00100,0.016100
20030228,-0.018800,-0.003400,-0.014500,0.00090,0.012500
20030331,0.010900,0.008900,-0.020800,0.00100,0.016100
20030430,0.082200,0.005600,0.010300,0.00100,-0.094600
20030530,0.060500,0.046900,-0.002900,0.00090,-0.107700
20030630,0.014200,0.016700,0.006800,0.00100,-0.010600
20030731,0.023500,0.052400,-0.011300,0.00070,-0.003100
20030829,0.023400,0.026000,0.020300,0.00070,-0.005600
20030930,-0.012400,0.008000,0.000100,0.00080,-0.001900
20031031,0.060800,0.026800,0.017700,0.00070,0.037300
20031128,0.013500,0.020200,0.018500,0.00070,0.016200
20031231,0.042900,-0.030000,0.024100,0.00080,-0.057100
20040130,0.021500,0.028000,0.019700,0.00070,0.026000
20040227,0.014000,-0.014300,0.005000,0.00060,-0.011000
20040331,-0.013200,0.017500,0.002200,0.00090,0.002100
20040430,-0.018300,-0.020600,-0.026200,0.00080,-0.053900
20040528,0.011700,-0.002100,-0.003900,0.00060,0.016000
20040630,0.018600,0.022600,0.013900,0.00080,0.021000
20040730,-0.040600,-0.038100,0.041200,0.00100,-0.022900
20040831,0.000800,-0.016200,0.010200,0.00110,-0.015500
20040930,0.016000,0.030400,-0.002500,0.00110,0.052500
20041029,0.014300,0.003100,-0.006200,0.00110,-0.015200
20041130,0.045400,0.039100,0.018000,0.00150,0.032300
20041231,0.034300,0.001200,-0.000700,0.00160,-0.028400
20050131,-0.027600,-0.015100,0.019600,0.00160,0.032000
20050228,0.018900,-0.005100,0.016400,0.00160,0.031600
20050331,-0.019700,-0.013800,0.015900,0.00210,0.005400
20050429,-0.026100,-0.039800,-0.003500,0.00210,-0.008700
20050531,0.036500,0.028800,-0.008100,0.00240,0.004400
20050630,0.005700,0.026200,0.026300,0.00230,0.020500
20050729,0.039200,0.029300,-0.005100,0.00240,-0.000100
20050831,-0.012200,-0.009200,0.012700,0.00300,0.022700
20050930,0.004900,-0.005800,0.007600,0.00290,0.034600
20051031,-0.020200,-0.012100,0.002300,0.00270,-0.012900
20051130,0.036100,0.009100,-0.011900,0.00310,0.002500
20051230,-0.002500,-0.004500,0.004400,0.00320,0.007700
20060131,0.030400,0.054100,0.011200,0.00350,0.026800
20060228,-0.003000,-0.003700,-0.002500,0.00340,-0.018400
20060331,0.014600,0.035500,0.006000,0.00370,0.012600
20060428,0.007300,-0.013400,0.026000,0.00360,0.006100
20060531,-0.035700,-0.030400,0.025500,0.00430,-0.036500
20060630,-0.003500,-0.003500,0.008800,0.00400,0.014800
20060731,-0.007800,-0.040700,0.029400,0.00400,-0.022200
20060831,0.020300,0.009000,-0.017100,0.00420,-0.034600
20060929,0.018400,-0.013700,0.000500,0.00410,-0.009400
20061031,0.032300,0.017200,-0.000400,0.00410,-0.002300
20061130,0.017100,0.008600,0.000700,0.00420,-0.010100
20061229,0.008700,-0.011000,0.031500,0.00400,0.008400
20070131,0.014000,0.001100,-0.001100,0.00440,0.002100
20070228,-0.019600,0.013200,-0.000900,0.00380,-0.013500
20070330,0.006800,-0.000500,-0.002200,0.00430,0.024900
20070430,0.034900,-0.020700,-0.011500,0.00440,-0.001600
20070531,0.032400,0.000200,-0.000400,0.00410,-0.002700
20070629,-0.019600,0.007800,-0.011200,0.00400,0.003700
20070731,-0.037300,-0.025100,-0.033300,0.00400,0.028000
20070831,0.009200,-0.001300,-0.022400,0.00420,0.001100
20070928,0.032200,-0.022900,-0.018600,0.00320,0.045900
20071031,0.018000,0.002200,-0.026000,0.00320,0.049600
20071130,-0.048300,-0.026200,-0.011800,0.00340,0.009300
20071231,-0.008700,0.002000,-0.005100,0.00270,0.065200
20080131,-0.063600,-0.009000,0.036500,0.00210,-0.078900
20080229,-0.030900,-0.002400,-0.009400,0.00130,0.061100
20080331,-0.009300,0.009500,-0.001400,0.00170,0.041000
20080430,0.046000,-0.016400,-0.009500,0.00180,-0.002000
20080530,0.018600,0.032200,-0.013800,0.00180,0.032100
20080630,-0.084400,0.012800,-0.024200,0.00170,0.125300
20080731,-0.007700,0.024500,0.058800,0.00150,-0.051400
20080829,0.015300,0.036100,0.015200,0.00130,-0.040400
20080930,-0.092400,-0.011600,0.063300,0.00150,0.003500
20081031,-0.172300,-0.023200,-0.028900,0.00080,0.077900
20081128,-0.078600,-0.029600,-0.060200,0.00030,0.071000
20081231,0.017400,0.036100,-0.002500,0.00000,-0.050800
20090130,-0.081200,0.000800,-0.111800,0.00000,-0.018400
20090227,-0.101000,0.002200,-0.072700,0.00010,0.041600
20090331,0.089500,-0.000800,0.035600,0.00020,-0.113800
20090430,0.101900,0.047700,0.055300,0.00010,-0.343900
20090529,0.052100,-0.023400,-0.002300,0.00000,-0.124400
20090630,0.004300,0.026200,-0.027200,0.00010,0.052900
20090731,0.077200,0.020700,0.052800,0.00010,-0.053600
20090831,0.033300,-0.009000,0.077500,0.00010,-0.088400
20090930,0.040800,0.024600,0.009300,0.00010,-0.049300
20091030,-0.025900,-0.042300,-0.041800,0.00000,0.026600
20091130,0.055600,-0.025000,-0.001700,0.00000,0.002900
20091231,0.027500,0.061000,0.000000,0.00010,0.029100
20100129,-0.033600,0.003800,0.003000,0.00000,-0.053800
20100226,0.034000,0.012100,0.031600,0.00000,0.036000
20100331,0.063100,0.014300,0.021100,0.00010,0.036600
20100430,0.020000,0.049700,0.028100,0.00010,0.032200
20100528,-0.078900,0.000500,-0.023800,0.00010,-0.001300
20100630,-0.055600,-0.019700,-0.045000,0.00010,-0.030000
20100730,0.069300,0.001700,-0.002600,0.00010,0.018800
20100831,-0.047700,-0.030000,-0.019500,0.00010,-0.001900
20100930,0.095400,0.039200,-0.031300,0.00010,0.013500
20101029,0.038800,0.011300,-0.026000,0.00010,0.016400
20101130,0.006000,0.037000,-0.009000,0.00010,0.025400
20101231,0.068200,0.006900,0.038200,0.00010,-0.031900
20110131,0.019900,-0.024700,0.008200,0.00010,-0.003200
20110228,0.034900,0.015300,0.011000,0.00010,0.020300
20110331,0.004500,0.026000,-0.015800,0.00010,0.035100
20110429,0.029000,-0.003400,-0.025200,0.00000,0.000600
20110531,-0.012700,-0.007000,-0.020800,0.00000,-0.005800
20110630,-0.017500,-0.001600,-0.003200,0.00000,0.017700
20110729,-0.023600,-0.013500,-0.012100,0.00000,0.000200
20110831,-0.059900,-0.030500,-0.024800,0.00010,-0.003300
20110930,-0.075900,-0.035300,-0.014100,0.00000,-0.025700
20111031,0.113500,0.034200,-0.001800,0.00000,-0.014200
20111130,-0.002800,-0.001700,-0.003400,0.00000,0.039800
20111230,0.007400,-0.007000,0.017700,0.00000,0.019500
20120131,0.050500,0.021500,-0.011300,0.00000,-0.079600
20120229,0.044200,-0.017500,0.000800,0.00000,-0.002800
20120330,0.031100,-0.006200,0.009200,0.00000,0.014900
20120430,-0.008500,-0.005200,-0.004800,0.00000,0.038400
20120531,-0.061900,0.000000,-0.005900,0.00010,0.065900
20120629,0.038900,0.007600,0.004400,0.00000,-0.007200
20120731,0.007900,-0.026100,-0.002700,0.00000,0.031600
20120831,0.025500,0.004000,0.013100,0.00010,-0.024800
20120928,0.027300,0.004900,0.015300,0.00010,-0.010400
20121031,-0.017600,-0.011500,0.037900,0.00010,0.001000
20121130,0.007800,0.005900,-0.009700,0.00010,0.003400
20121231,0.011800,0.014800,0.035800,0.00010,-0.029700
20130131,0.055700,0.003900,0.009500,0.00000,-0.018600
20130228,0.012900,-0.004500,0.000300,0.00000,0.013200
20130328,0.040300,0.008100,-0.003000,0.00000,0.019700
20130430,0.015500,-0.024200,0.006200,0.00000,0.002700
20130531,0.028000,0.016600,0.026000,0.00000,-0.017800
20130628,-0.012000,0.011700,-0.001700,0.00000,0.005900
20130731,0.056500,0.018600,0.005600,0.00000,0.017500
20130830,-0.027100,0.003100,-0.027800,0.00000,0.000500
20130930,0.037700,0.029200,-0.011900,0.00000,0.029600
20131031,0.041800,-0.015100,0.011400,0.00000,0.001500
20131129,0.031200,0.012200,0.002400,0.00000,0.004000
20131231,0.028100,-0.005000,-0.003100,0.00000,0.000400
20140131,-0.033200,0.008500,-0.020900,0.00000,0.017000
20140228,0.046500,0.003400,-0.004000,0.00000,0.020700
20140331,0.004300,-0.018900,0.050900,0.00000,-0.033400
20140430,-0.001900,-0.042400,0.011400,0.00000,-0.038600
20140530,0.020600,-0.018600,-0.002700,0.00000,0.011500
20140630,0.026100,0.030800,-0.007400,0.00000,0.006700
20140731,-0.020400,-0.042400,0.000100,0.00000,-0.002500
20140829,0.042400,0.003600,-0.005900,0.00000,0.008000
20140930,-0.019700,-0.038300,-0.012300,0.00000,0.005200
20141031,0.025200,0.042100,-0.017000,0.00000,0.000000
20141128,0.025500,-0.020900,-0.030000,0.00000,0.010600
20141231,-0.000600,0.025400,0.020700,0.00000,0.010900
20150130,-0.031100,-0.005600,-0.034800,0.00000,0.038400
20150227,0.061300,0.004800,-0.017900,0.00000,-0.028400
20150331,-0.011200,0.030300,-0.004500,0.00000,0.030200
20150430,0.005900,-0.029800,0.018500,0.00000,-0.073900
20150529,0.013600,0.008700,-0.013700,0.00000,0.060100
20150630,-0.015300,0.028300,-0.007900,0.00000,0.030300
20150731,0.015400,-0.041500,-0.041200,0.00000,0.103200
20150831,-0.060400,0.004900,0.026600,0.00000,-0.021200
20150930,-0.030800,-0.026400,0.005300,0.00000,0.053300
20151030,0.077500,-0.019700,-0.000700,0.00000,-0.040300
20151130,0.005600,0.036400,-0.005000,0.00000,0.023200
20151231,-0.021700,-0.028300,-0.026000,0.00010,0.034500
20160129,-0.057700,-0.033500,0.020700,0.00010,0.013300
20160229,-0.000700,0.007900,-0.004900,0.00020,-0.041000
20160331,0.069600,0.008700,0.011600,0.00020,-0.051300
20160429,0.009200,0.006800,0.032800,0.00010,-0.062600
20160531,0.017800,-0.002700,-0.018100,0.00010,0.019200
20160630,-0.000500,0.006500,-0.014700,0.00020,0.042100
20160729,0.039500,0.026400,-0.011100,0.00020,-0.029900
20160831,0.005000,0.011600,0.033400,0.00020,-0.031200
20160930,0.002500,0.020200,-0.014900,0.00020,-0.005800
20161031,-0.020200,-0.043900,0.041600,0.00020,0.006500
20161130,0.048600,0.054700,0.082900,0.00010,-0.041500
20161230,0.018200,0.001000,0.035800,0.00030,-0.004200
20170131,0.019400,-0.010400,-0.027800,0.00040,-0.009400
20170228,0.035700,-0.020200,-0.017900,0.00040,-0.016600
20170331,0.001700,0.012000,-0.031700,0.00030,-0.009200
20170428,0.010900,0.007100,-0.018700,0.00050,0.005500
20170531,0.010600,-0.025400,-0.037800,0.00060,0.014500
20170630,0.007800,0.021600,0.013500,0.00060,-0.002600
20170731,0.018700,-0.014100,-0.002800,0.00070,0.016300
20170831,0.001600,-0.016700,-0.022400,0.00090,0.035200
20170929,0.025100,0.045500,0.030300,0.00090,-0.011700
20171031,0.022500,-0.019400,-0.000500,0.00090,0.043000
20171130,0.031200,-0.006600,-0.000500,0.00080,-0.007300
20171229,0.010600,-0.012800,0.001400,0.00090,-0.016500
20180131,0.055800,-0.030400,-0.013800,0.00110,0.039300
20180228,-0.036500,0.002500,-0.011900,0.00110,0.039600
20180329,-0.023500,0.039500,-0.001200,0.00120,-0.012400
20180430,0.002900,0.011200,0.005400,0.00140,0.002000
20180531,0.026500,0.052300,-0.031600,0.00140,0.038100
20180629,0.004800,0.011800,-0.023800,0.00140,-0.023800
20180731,0.031900,-0.021800,0.004000,0.00160,-0.015800
20180831,0.034400,0.011500,-0.040800,0.00160,0.053100
20180928,0.000600,-0.023700,-0.013000,0.00150,-0.000700
20181031,-0.076800,-0.047600,0.034400,0.00190,-0.018200
20181130,0.016900,-0.007900,0.002500,0.00180,-0.014200
20181231,-0.095500,-0.026300,-0.014700,0.00190,0.018400
